CPU_CYCLES, INSTRUCTIONS, CACHE_MISSES, BRANCH_MISSES, LABEL
00:08:58.507 119856082 19483664 279103 78 1.0
00:08:58.707 119854854 19791458 276428 146 1.0
00:08:58.907 119854775 19880163 275380 144 1.0
00:08:59.107 119855554 19783229 276312 145 1.0
00:08:59.507 119856096 19483773 279105 73 1.0
00:08:59.707 119854895 19783049 276307 143 1.0
00:08:59.907 119855642 19880527 275386 144 1.0
00:09:00.107 119854845 19791183 276423 150 1.0
00:09:00.507 119856014 19483777 279104 72 1.0
00:09:00.707 119854818 19791341 276426 148 1.0
00:09:00.907 119855497 19880459 275383 138 1.0
00:09:01.107 119854843 19783243 276309 142 1.0
00:09:01.507 119856081 19492171 279225 71 1.0
00:09:01.707 119854804 19783121 276308 143 1.0
00:09:01.907 119855515 19880602 275385 140 1.0
00:09:02.107 119854877 19791606 276428 142 1.0
00:09:02.507 119855365 19483665 279099 69 1.0
00:09:02.707 119854777 19783133 276310 143 1.0
00:09:02.907 119855554 19888465 275504 142 1.0
00:09:03.107 119854801 19783291 276308 146 1.0
00:09:03.507 119855300 19491758 279216 76 1.0
00:09:03.707 119855648 19783305 276313 147 1.0
00:09:03.907 119854922 19880486 275381 145 1.0
00:09:04.107 119854775 19783140 276308 144 1.0
00:09:04.507 119855263 19728820 276768 104 1.0
00:09:04.707 119855570 19783116 276310 149 1.0
00:09:04.907 119854875 19888427 275499 149 1.0
00:09:05.307 119856028 19483762 279104 69 1.0
00:09:05.507 119854786 19867456 275503 147 1.0
00:09:05.707 119855550 19787590 276373 144 1.0
00:09:05.907 119854926 19880365 275380 147 1.0
00:09:06.307 119855340 19492012 279219 69 1.0
00:09:06.507 119854799 19867415 275504 142 1.0
00:09:06.707 119855608 19783387 276313 146 1.0
00:09:06.907 119854848 19880279 275381 140 1.0
00:09:07.307 119855358 19483664 279100 78 1.0
00:09:07.507 119855563 19867636 275508 141 1.0
00:09:07.707 119854820 19791260 276423 149 1.0
00:09:07.907 119854853 19880280 275381 144 1.0
00:09:08.307 119855265 19483750 279101 72 1.0
00:09:08.507 119855592 19875632 275625 143 1.0
00:09:08.707 119854789 19783226 276309 145 1.0
00:09:08.907 119855482 19880378 275385 149 1.0
00:09:09.307 119855267 19483704 279101 70 1.0
00:09:09.507 119855563 19867642 275507 138 1.0
00:09:09.707 119854841 19783254 276309 142 1.0
00:09:09.907 119855630 19888868 275504 143 1.0
00:09:10.307 119855299 19483725 279100 73 1.0
00:09:10.507 119855689 19875908 275628 142 1.0
00:09:10.707 119854872 19783162 276309 145 1.0
00:09:10.907 119855657 19880228 275384 141 1.0
00:09:11.307 119856113 19492134 279224 76 1.0
00:09:11.507 119854936 19867382 275507 137 1.0
00:09:11.707 119854903 19783303 276310 143 1.0
00:09:11.907 119855406 19888433 275500 139 1.0
00:09:12.307 119856077 19483811 279105 72 1.0
00:09:12.507 119854877 19867303 275505 139 1.0
00:09:12.707 119855612 19791495 276430 146 1.0
00:09:12.907 119854894 19880218 275383 146 1.0
00:09:13.307 119856024 19492174 279225 69 1.0
00:09:13.507 119854877 19867172 275504 145 1.0
00:09:13.707 119855554 19783185 276311 145 1.0
00:09:13.907 119854946 19880324 275379 148 1.0
00:09:14.307 119856013 19483801 279105 71 1.0
00:09:14.507 119854798 19867507 275504 141 1.0
00:09:14.707 119855594 19783228 276313 145 1.0
00:09:14.907 119854813 19888687 275499 145 1.0
00:09:15.307 119855354 19483705 279100 69 1.0
00:09:15.507 119854898 19875651 275624 141 1.0
00:09:15.707 119855498 19783167 276311 147 1.0
00:09:15.907 119854858 19880280 275381 142 1.0
00:09:16.307 119855309 19491767 279216 77 1.0
00:09:16.507 119855623 19867525 275506 140 1.0
