CPU_CYCLES, INSTRUCTIONS, CACHE_MISSES, BRANCH_MISSES, LABEL
00:03:05.087 119847591 30296817 575539 6832 1.0
00:03:05.287 119846726 30299090 575592 6829 1.0
00:03:05.487 119846797 30293312 575497 6838 1.0
00:03:05.887 119847267 30108498 581439 6820 1.0
00:03:06.087 119847476 30294350 575473 6834 1.0
00:03:06.287 119846709 30295530 575568 6828 1.0
00:03:06.487 119847406 30294227 575495 6834 1.0
00:03:06.887 119847959 30099567 581297 6821 1.0
00:03:07.087 119846860 30293429 575449 6827 1.0
00:03:07.287 119847441 30298268 575583 6831 1.0
00:03:07.487 119846715 30295915 575588 6826 1.0
00:03:07.887 119847725 30098790 581273 6820 1.0
00:03:08.087 119846548 30301523 575662 6813 1.0
00:03:08.287 119847522 30299638 575608 6821 1.0
00:03:08.487 119846636 30295705 575508 6820 1.0
00:03:08.887 119847162 30106402 581383 6838 1.0
00:03:09.087 119847420 30294826 575488 6838 1.0
00:03:09.287 119846727 30288402 575404 6822 1.0
00:03:09.487 119846695 30297341 575553 6823 1.0
00:03:09.887 119847048 30101174 581297 6839 1.0
00:03:10.087 119847277 30301215 575602 6830 1.0
00:03:10.287 119846762 30296030 575570 6818 1.0
00:03:10.487 119847322 30294495 575519 6815 1.0
00:03:10.887 119847958 30112416 581540 6836 1.0
00:03:11.087 119846842 30294928 575490 6828 1.0
00:03:11.287 119846716 30292766 575524 6832 1.0
00:03:11.487 119847478 30300810 575619 6832 1.0
00:03:11.887 119847830 30100644 581323 6822 1.0
00:03:12.087 119846802 30293758 575502 6835 1.0
00:03:12.287 119847313 30298824 575583 6818 1.0
00:03:12.487 119846819 30300294 575595 6837 1.0
00:03:12.887 119846956 30107159 581423 6826 1.0
00:03:13.087 119846754 30292387 575422 6837 1.0
00:03:13.287 119847396 30290958 575477 6814 1.0
00:03:13.487 119846803 30296628 575532 6824 1.0
00:03:13.887 119847014 30102549 581283 6824 1.0
00:03:14.087 119847423 30295908 575578 6839 1.0
00:03:14.287 119846675 30300874 575588 6825 1.0
00:03:14.487 119847433 30292218 575504 6829 1.0
00:03:14.887 119847757 30102070 581361 6828 1.0
00:03:15.087 119846729 30304322 575650 6831 1.0
00:03:15.287 119846583 30296647 575588 6823 1.0
00:03:15.487 119847501 30296092 575553 6829 1.0
00:03:15.887 119847825 30104478 581425 6830 1.0
00:03:16.087 119846725 30290336 575379 6830 1.0
00:03:16.287 119847488 30291842 575489 6824 1.0
00:03:16.487 119846765 30296687 575537 6832 1.0
00:03:16.887 119847073 30102858 581341 6826 1.0
00:03:17.087 119846716 30295335 575502 6830 1.0
00:03:17.287 119847507 30292608 575518 6827 1.0
00:03:17.487 119846792 30293612 575455 6842 1.0
00:03:17.887 119847069 30107785 581418 6845 1.0
00:03:18.087 119847479 30289517 575440 6834 1.0
00:03:18.287 119846747 30290615 575375 6820 1.0
00:03:18.487 119847448 30299812 575618 6827 1.0
00:03:18.887 119847026 30101458 581346 6842 1.0
00:03:19.087 119847471 30299211 575603 6827 1.0
00:03:19.287 119846724 30302837 575601 6828 1.0
00:03:19.487 119847475 30295232 575577 6823 1.0
00:03:19.887 119847897 30104164 581416 6835 1.0
00:03:20.087 119846804 30303923 575649 6833 1.0
00:03:20.287 119847469 30292499 575501 6820 1.0
00:03:20.487 119846627 30292199 575417 6832 1.0
00:03:20.887 119847117 30107573 581464 6843 1.0
00:03:21.087 119846775 30291619 575402 6828 1.0
00:03:21.287 119847435 30290236 575500 6814 1.0
00:03:21.487 119846738 30298805 575593 6823 1.0
00:03:21.887 119847111 30098862 581278 6834 1.0
00:03:22.087 119847519 30307081 575717 6842 1.0
00:03:22.287 119846798 30297924 575563 6821 1.0
00:03:22.487 119847416 30295689 575511 6822 1.0
00:03:22.887 119847088 30157869 580096 6830 1.0
00:03:23.087 119847467 30295582 575506 6822 1.0
00:03:23.287 119846842 30290945 575476 6815 1.0
00:03:23.487 119847404 30302038 575631 6820 1.0
00:03:23.887 119848022 30265497 576249 6800 1.0
00:03:24.087 119846751 30290213 575424 6831 1.0
00:03:24.287 119847379 30298193 575583 6837 1.0
00:03:24.687 119847054 30102869 581382 6826 1.0
00:03:24.887 119847514 31671697 572105 6780 1.0
00:03:25.087 119846717 30298415 575582 6833 1.0
00:03:25.287 119847502 30289371 575435 6815 1.0
00:03:25.687 119847904 30101950 581359 6835 1.0
00:03:25.887 119846776 31702264 572017 6797 1.0
00:03:26.087 119847476 30297080 575558 6827 1.0
00:03:26.287 119846625 30299413 575603 6828 1.0
00:03:26.687 119847144 30101280 581254 6842 1.0
00:03:26.887 119846700 31655907 572224 6792 1.0
00:03:27.087 119847497 30303585 575650 6831 1.0
00:03:27.287 119846651 30296260 575521 6831 1.0
00:03:27.687 119847120 30111915 581500 6832 1.0
00:03:27.887 119847589 31658445 572200 6787 1.0
00:03:28.087 119846678 30296522 575531 6829 1.0
00:03:28.287 119847480 30291060 575413 6827 1.0
00:03:28.687 119846988 30094940 581232 6814 1.0
00:03:28.887 119847530 31689433 572186 6808 1.0
00:03:29.087 119846675 30298809 575593 6845 1.0
00:03:29.287 119847354 30297783 575560 6834 1.0
00:03:29.687 119847767 30100700 581326 6826 1.0
00:03:29.887 119846567 31692625 572023 6791 1.0
00:03:30.087 119847433 30295673 575580 6835 1.0
00:03:30.287 119846765 30300401 575591 6839 1.0
00:03:30.687 119847953 30103630 581403 6826 1.0
00:03:30.887 119846753 31724675 572018 6775 1.0
00:03:31.087 119847388 30294662 575572 6844 1.0
00:03:31.287 119846734 30309725 575787 6843 1.0
00:03:31.687 119847241 30105012 581399 6836 1.0
00:03:31.887 119847508 31743017 572138 6790 1.0
